class,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33,x34,y34,z34,x35,y35,z35,x36,y36,z36,x37,y37,z37,x38,y38,z38,x39,y39,z39,x40,y40,z40,x41,y41,z41,x42,y42,z42,x43,y44,z45,x46,y46,z46
pushUp,0.596395314,0.724721849,-0.284600496,0.999725759,0.606161773,0.726468921,-0.296916962,0.999627948,0.608667254,0.724052072,-0.29694289,0.999643862,0.611260951,0.721375167,-0.297039181,0.999703228,0.600516915,0.727965057,-0.316182137,0.99974364,0.599100351,0.726662517,-0.316237986,0.999736965,0.597575545,0.724968493,-0.316216171,0.999724329,0.615801215,0.694842458,-0.285830289,0.999535561,0.594699502,0.699729741,-0.37039268,0.999545693,0.595131457,0.702905416,-0.270010054,0.999440849,0.589575708,0.706187725,-0.294460088,0.999412179,0.614981055,0.564422071,-0.205978468,0.999336958,0.526948988,0.622867763,-0.344472706,0.999490201,0.63129586,0.520940423,-0.010263856,0.119903572,0.451052755,0.610262215,-0.29826057,0.971282661,0.618239284,0.652290046,0.087697975,0.092535906,0.455251276,0.739824057,-0.268568993,0.906471133,0.628330946,0.677953184,0.085290127,0.123788655,0.462849319,0.766545773,-0.297732174,0.877708554,0.618690848,0.679722667,0.060710628,0.13334167,0.47393474,0.757145166,-0.308981836,0.874769926,0.611234963,0.67182678,0.080242649,0.139248654,0.471785784,0.748067379,-0.272482604,0.809924126,0.474122107,0.533256352,0.069951653,0.999169409,0.434302181,0.557149529,-0.06987913,0.999816179,0.400374651,0.529693663,0.303302437,0.084142394,0.360145867,0.530437708,0.199479222,0.841192126,0.337656766,0.500544786,0.566996455,0.327198982,0.306090474,0.487341106,0.466633618,0.958127379,0.331616372,0.471192986,0.597159743,0.532366931,0.296348602,0.4650985,0.496383727,0.930607378,0.336456478,0.56149286,0.595822036,0.342526585,0.301362991,0.547889948,0.489308506,0.870603323
pushUp,0.595472157,0.715640008,-0.290782779,0.999743283,0.605135798,0.717943132,-0.302528083,0.999652147,0.607439637,0.715933561,-0.302537233,0.99966675,0.609781384,0.713765264,-0.302630574,0.999722719,0.600029826,0.719502747,-0.322793394,0.999759614,0.598762631,0.718527496,-0.322848797,0.999752939,0.597363591,0.717233717,-0.322814137,0.999741554,0.614293456,0.687731445,-0.290051818,0.999566138,0.594692588,0.692819118,-0.379108578,0.999574244,0.594112754,0.696378171,-0.275138497,0.999476314,0.588942051,0.699323654,-0.301018506,0.999450326,0.61483556,0.558475852,-0.209388494,0.999363244,0.527657866,0.61703223,-0.354407281,0.999508023,0.631081522,0.520442724,-0.014200362,0.121420644,0.451067835,0.607621253,-0.309853256,0.971635401,0.618901908,0.649929166,0.089352086,0.091414429,0.455206543,0.738497853,-0.272846162,0.906620324,0.628718078,0.675376356,0.087555416,0.123031527,0.462726682,0.76552397,-0.301288247,0.877438903,0.618802607,0.67758888,0.063376911,0.132500365,0.473890483,0.755954802,-0.311922669,0.874329627,0.611461639,0.669981956,0.082127139,0.138262048,0.471805751,0.746676743,-0.276243985,0.80945164,0.47385937,0.528778732,0.070026293,0.999192357,0.434276521,0.554957151,-0.069955342,0.999818385,0.400180906,0.524543226,0.303287417,0.08358603,0.35965839,0.529008925,0.197649315,0.838963985,0.336209118,0.498233587,0.565027773,0.3262752,0.305702925,0.488315165,0.4634386,0.957017601,0.323908895,0.472564906,0.594770312,0.533045471,0.295676559,0.466849506,0.493037403,0.930446804,0.332764506,0.5594365,0.593394637,0.338124216,0.302449524,0.54799372,0.48686403,0.867336094
pushUp,0.59448278,0.711149514,-0.315238148,0.999759793,0.604194283,0.713265479,-0.326129526,0.999674439,0.606481194,0.711329639,-0.326128632,0.999687791,0.608833432,0.709234297,-0.326212108,0.999740541,0.59916538,0.713807225,-0.346549839,0.999775052,0.597899675,0.712240458,-0.34662497,0.999768913,0.596497893,0.710340798,-0.34659785,0.999758661,0.613526642,0.682891369,-0.310085714,0.999594748,0.594073236,0.684885085,-0.39979437,0.999602437,0.592752457,0.691080749,-0.29810518,0.999508798,0.58768177,0.692605436,-0.324279308,0.999484599,0.614787817,0.555478573,-0.222954556,0.999388337,0.528078675,0.611279726,-0.371185184,0.999529898,0.631093979,0.520449221,-0.025452817,0.12135376,0.450717121,0.606994152,-0.326803565,0.972457349,0.621873856,0.651060045,0.082260624,0.092383593,0.455177069,0.738555729,-0.2936818,0.909450531,0.631327748,0.675428331,0.080613263,0.124088012,0.462861121,0.765507162,-0.324581295,0.880292714,0.621097445,0.677605748,0.056871075,0.13380748,0.47407499,0.755878389,-0.335076064,0.877156973,0.612330914,0.669998229,0.075105742,0.139210343,0.471914381,0.746622384,-0.29734394,0.812843919,0.473822266,0.527101636,0.070191458,0.99923116,0.434535354,0.552384794,-0.07013271,0.999825835,0.399913847,0.524874151,0.303717285,0.083260171,0.359832913,0.528448641,0.200519204,0.839280307,0.333959103,0.497824937,0.575439334,0.325159997,0.305474907,0.488350093,0.472796619,0.957031965,0.324341565,0.470671117,0.605950594,0.530941844,0.294956505,0.466008723,0.502613366,0.930527985,0.332933903,0.552479744,0.600348711,0.339962095,0.302409589,0.547447443,0.491551548,0.868742526
pushUp,0.593565106,0.703651607,-0.349777758,0.999777138,0.603363931,0.706445932,-0.360788941,0.999697685,0.605688751,0.704825699,-0.36078015,0.999709904,0.608106315,0.702988863,-0.360864639,0.999759018,0.598224342,0.706203997,-0.381375372,0.999791682,0.596888959,0.704458237,-0.381461322,0.999786139,0.595404506,0.702371597,-0.381444663,0.99977684,0.612901807,0.676813483,-0.340493649,0.999624848,0.5930444,0.677101493,-0.430554301,0.999632061,0.591821373,0.684320092,-0.330547243,0.99954164,0.586598337,0.684775412,-0.356819689,0.999518752,0.614902854,0.554256022,-0.243889406,0.999414742,0.527201951,0.602841675,-0.393382132,0.99954927,0.631515384,0.520462573,-0.03859701,0.120115802,0.45018664,0.603611529,-0.339581221,0.972680271,0.624562144,0.649888158,0.076120287,0.092890948,0.45447135,0.73851943,-0.298863024,0.910219967,0.633251727,0.673807263,0.074098162,0.12435095,0.462566435,0.765350401,-0.329209536,0.880692422,0.623647273,0.675011635,0.051664162,0.134236217,0.473960966,0.755710244,-0.339985818,0.877336442,0.614466429,0.667163491,0.069403522,0.138901055,0.471802771,0.746457219,-0.302284956,0.812506258,0.473930746,0.525575459,0.070201524,0.999261975,0.434707165,0.549389541,-0.070142969,0.999832153,0.399988115,0.524390638,0.318265349,0.081600755,0.361596525,0.528210044,0.214970276,0.834610462,0.334574044,0.49761337,0.610600293,0.323258042,0.3055031,0.487961292,0.503857136,0.956309199,0.32942149,0.465922594,0.643410444,0.527586043,0.295018226,0.464703977,0.535678625,0.9297719,0.336576164,0.54892993,0.636636972,0.337369114,0.302071273,0.545969546,0.520286262,0.866558194
pushUp,0.593572855,0.69763279,-0.339420229,0.999791503,0.603336751,0.700212419,-0.350923508,0.999717057,0.605643451,0.698337793,-0.350927979,0.999728084,0.608040094,0.696219563,-0.351022899,0.999774814,0.598222554,0.700981796,-0.37128526,0.999805391,0.596888125,0.699707329,-0.371366143,0.999800086,0.595403135,0.698129833,-0.371352732,0.999791801,0.612757564,0.669073761,-0.334836185,0.9996503,0.592990577,0.673320413,-0.423912108,0.999655545,0.591780722,0.677748501,-0.32187587,0.99957037,0.586610734,0.679541945,-0.347930729,0.999548972,0.6164065,0.54843545,-0.244430095,0.99943316,0.527484238,0.598591924,-0.38944912,0.99956727,0.632176757,0.52014184,-0.03928785,0.117323503,0.450190604,0.601648748,-0.343624026,0.973415673,0.626671672,0.647839844,0.073686764,0.093399003,0.454346567,0.738217473,-0.319627464,0.913737297,0.634176433,0.670477569,0.071641058,0.12554726,0.462470919,0.765348196,-0.35387966,0.884600341,0.624987364,0.671998441,0.047453094,0.135824576,0.473983139,0.755397201,-0.365251243,0.88131988,0.617610276,0.659109294,0.066535756,0.13991867,0.471899331,0.745819151,-0.32408458,0.817613423,0.474701822,0.521922469,0.070359901,0.999291539,0.436135143,0.546711624,-0.070310034,0.999839306,0.399966598,0.521941066,0.317805678,0.079850197,0.361210585,0.526196003,0.212677434,0.832372069,0.334848464,0.495931715,0.602858424,0.320504069,0.30528447,0.486414582,0.495021909,0.956368089,0.330568194,0.456503719,0.6348297,0.525910497,0.294020921,0.461772084,0.52595675,0.930250287,0.33668381,0.541535795,0.628215313,0.335530907,0.300651401,0.545659125,0.511341572,0.867198944
pushUp,0.591804028,0.693424344,-0.328520358,0.999805272,0.601496696,0.69479537,-0.339706808,0.999735773,0.603617787,0.692918658,-0.339714915,0.999745131,0.605813682,0.690881848,-0.339808583,0.999789655,0.597045124,0.695674896,-0.360040843,0.99981916,0.595956206,0.694493592,-0.360114783,0.999813795,0.594700634,0.693028033,-0.360097826,0.999806702,0.610736847,0.663306236,-0.325742543,0.99967438,0.592630744,0.66743964,-0.413666874,0.999679208,0.589939952,0.674546957,-0.311329782,0.999594808,0.58535856,0.67625314,-0.337540865,0.999576509,0.616659343,0.540885985,-0.237098098,0.999447644,0.527569413,0.590450585,-0.384363145,0.999588668,0.632104814,0.515522063,-0.03425663,0.117614932,0.450192451,0.60200572,-0.354547054,0.97470963,0.626952648,0.634276986,0.081301093,0.092921428,0.454002798,0.738246977,-0.347082078,0.918201804,0.634995759,0.656643271,0.080035076,0.12451265,0.462467194,0.765375078,-0.383732289,0.889222145,0.625767887,0.661931455,0.055348672,0.134862587,0.473961294,0.755413473,-0.394673556,0.886116266,0.617802203,0.653187692,0.074148141,0.138921574,0.471744627,0.745848,-0.351952136,0.823802233,0.474120557,0.519336343,0.071625099,0.999309897,0.435707867,0.544623077,-0.071565233,0.999843955,0.399949342,0.522250116,0.316498816,0.080727555,0.359031945,0.524330795,0.211652726,0.834758461,0.334855735,0.495319247,0.595864534,0.320021629,0.304436147,0.485639244,0.489178598,0.956812263,0.327232301,0.458496928,0.627088845,0.526310802,0.293781459,0.460259765,0.520539105,0.930748165,0.333684176,0.542736411,0.622007251,0.338524759,0.299022585,0.545423388,0.504983187,0.87072295
pushUp,0.59180367,0.686160684,-0.324070603,0.999817669,0.601301074,0.68656975,-0.33589074,0.999752939,0.603382707,0.684452713,-0.335891426,0.999760687,0.605548084,0.682220638,-0.335978359,0.999803483,0.596939147,0.68778789,-0.355603933,0.999831438,0.595878184,0.686613381,-0.355672061,0.999825895,0.594648957,0.685194194,-0.355650097,0.999820232,0.610665798,0.654075027,-0.325308979,0.999697149,0.592624247,0.659719527,-0.408967197,0.999700844,0.589993656,0.667528212,-0.307192206,0.999620914,0.585390866,0.66913569,-0.333003253,0.99960345,0.617640436,0.534439445,-0.23421821,0.999463379,0.52770257,0.582917094,-0.380485415,0.99960351,0.629971147,0.515779912,-0.031311847,0.115256868,0.44980073,0.601911068,-0.344413459,0.975771725,0.628476024,0.628859937,0.081816703,0.09288583,0.454006672,0.739068747,-0.338103533,0.922854125,0.636963844,0.647456229,0.081035323,0.124426246,0.46269536,0.766039789,-0.375527084,0.894952416,0.627842009,0.656890869,0.0566599,0.135232314,0.47414273,0.756272018,-0.386835337,0.892162085,0.622789204,0.640744925,0.074835345,0.139202088,0.471848011,0.746658862,-0.343274534,0.832001865,0.474258274,0.517891109,0.070101276,0.999331117,0.435345173,0.540913224,-0.070024364,0.999848545,0.399647355,0.520682395,0.30621171,0.079509698,0.363731176,0.513997257,0.208349779,0.824832082,0.334988981,0.495411396,0.581962764,0.314804435,0.304449141,0.485705853,0.48308444,0.953872085,0.327957392,0.459582597,0.612753153,0.523995996,0.293868929,0.460551113,0.512818694,0.928283095,0.334481955,0.54460603,0.602875888,0.337735683,0.298980176,0.545724571,0.49192366,0.867694557
pushUp,0.59122169,0.680117726,-0.329763025,0.999824405,0.600354552,0.680164874,-0.339629322,0.999761701,0.602323651,0.677988529,-0.339646935,0.999767244,0.604324818,0.675659537,-0.339751244,0.999810815,0.596196532,0.681133628,-0.362500936,0.999839425,0.595178843,0.679748893,-0.362587005,0.999833524,0.593980372,0.678119123,-0.362594455,0.99982965,0.609451354,0.646678388,-0.322941273,0.999709725,0.59208256,0.651272774,-0.422638804,0.999714494,0.589198411,0.660773396,-0.311321646,0.999632835,0.584728122,0.662236571,-0.340941161,0.999617279,0.617881,0.52916652,-0.234605625,0.999462008,0.527748287,0.570755661,-0.394082189,0.999615848,0.625635982,0.515647829,-0.030565595,0.111656293,0.449674904,0.600742102,-0.363062292,0.976849496,0.627947271,0.629660726,0.085500814,0.09168376,0.453991592,0.739328682,-0.364442855,0.927719891,0.636664987,0.647392333,0.084508434,0.12317542,0.462726593,0.766121268,-0.405921161,0.900829554,0.627435327,0.657586217,0.058193289,0.134270519,0.47426334,0.756383061,-0.41733402,0.898253977,0.621778846,0.645017147,0.077639058,0.138129532,0.47194019,0.746671915,-0.370067596,0.840109169,0.47380814,0.512953758,0.070996627,0.999330163,0.433187723,0.537012875,-0.070908986,0.999849379,0.398373187,0.516946912,0.318167686,0.077091277,0.35979867,0.513330162,0.211432531,0.817420602,0.335089862,0.491542637,0.613556027,0.305390567,0.302949011,0.484229505,0.499189943,0.951857209,0.326579481,0.461671442,0.646519601,0.514999092,0.293072313,0.460754395,0.529968739,0.926327169,0.336472988,0.544758916,0.63901341,0.33228898,0.299019068,0.54576546,0.509625018,0.8661201
pushUp,0.591115117,0.67218405,-0.343177378,0.999820054,0.600284934,0.672731042,-0.356472611,0.999749541,0.602220654,0.670378864,-0.356510192,0.999752045,0.604175985,0.66781342,-0.35662052,0.999799609,0.596172273,0.674303293,-0.379421294,0.999836266,0.595168233,0.673194706,-0.379508704,0.999830127,0.593981385,0.671864092,-0.379550636,0.999828339,0.609132886,0.638579965,-0.348507136,0.999700069,0.59208405,0.645526528,-0.44929114,0.999709427,0.588802695,0.651258767,-0.327532619,0.999617815,0.584532499,0.653456569,-0.357132256,0.999604464,0.618797243,0.520624936,-0.259749681,0.999453008,0.526842535,0.564689994,-0.425397247,0.99962461,0.624843359,0.521240592,-0.044372432,0.10976813,0.448985875,0.598347843,-0.396303594,0.977359533,0.627615213,0.633772373,0.073365837,0.095793165,0.45396024,0.739397883,-0.408943743,0.93192178,0.63635838,0.648651719,0.071961924,0.128948405,0.462688774,0.766160131,-0.456115335,0.905975461,0.627186358,0.658892393,0.040186659,0.14075835,0.474268824,0.756590724,-0.471073449,0.903440833,0.621025324,0.650400102,0.063744135,0.142640576,0.471951336,0.746773839,-0.416706979,0.84753859,0.473845065,0.50677824,0.070988111,0.99933672,0.431173712,0.53315568,-0.070899829,0.999851882,0.399407655,0.515769362,0.352004081,0.07581237,0.355026186,0.511792183,0.23233363,0.803333879,0.349559963,0.490375608,0.68138659,0.299292386,0.302315086,0.484294683,0.549983323,0.947609842,0.337254435,0.465117604,0.717756808,0.510829866,0.292579472,0.46187824,0.583604217,0.923209727,0.350238293,0.545245409,0.713493347,0.321793228,0.29807049,0.546479404,0.563172877,0.85430944
pushUp,0.591143787,0.663953006,-0.335825741,0.999793887,0.600372016,0.664504826,-0.348364294,0.999713302,0.602333188,0.662000716,-0.348397434,0.999712467,0.604323626,0.659283102,-0.348504514,0.999770522,0.596216559,0.666661143,-0.370532304,0.999815226,0.595199883,0.665747881,-0.370617062,0.999808431,0.594001114,0.664538503,-0.370643437,0.999810457,0.609228909,0.6315552,-0.340255558,0.999665141,0.592094779,0.638902307,-0.437414557,0.999681294,0.588897347,0.642565787,-0.320125639,0.999578118,0.584581017,0.645385683,-0.348585755,0.999555528,0.619119883,0.515622556,-0.25149852,0.99943465,0.525088727,0.55975771,-0.413000643,0.999612093,0.624302447,0.525021791,-0.041524198,0.105886839,0.447570741,0.596295953,-0.375075758,0.977795959,0.627522469,0.63441664,0.073904082,0.095104329,0.453629822,0.739364386,-0.371714443,0.934818685,0.63621974,0.65143317,0.072412647,0.127949178,0.462714732,0.765610695,-0.413967758,0.909469247,0.627086282,0.659670055,0.042834949,0.140151471,0.474192142,0.756444454,-0.427327394,0.906996965,0.620543361,0.651510358,0.06486582,0.14116402,0.471571445,0.746680617,-0.37809673,0.852394819,0.473480701,0.50526315,0.070370004,0.999354959,0.430707932,0.529195011,-0.070284277,0.999853015,0.397218019,0.515176535,0.339272112,0.073815711,0.355211586,0.510724664,0.226328775,0.785912216,0.340741247,0.490957171,0.64235568,0.291201711,0.302370787,0.484992564,0.531475127,0.94063139,0.324958205,0.471473873,0.676374078,0.502651513,0.292656481,0.464315534,0.563782692,0.916787565,0.347156644,0.54598701,0.668808818,0.313439399,0.298525006,0.547660828,0.543634832,0.842115641
pushUp,0.591343343,0.6574862,-0.364693999,0.999787986,0.600411177,0.65745157,-0.376652777,0.99970299,0.602419794,0.655148506,-0.376700103,0.999697506,0.604425907,0.652718961,-0.376810789,0.999762356,0.596338212,0.659046412,-0.401773304,0.999812722,0.595331788,0.658007085,-0.40187937,0.999804854,0.594135404,0.656738937,-0.401929706,0.999809504,0.608989298,0.625088692,-0.362758517,0.999653399,0.592100084,0.630097866,-0.473258346,0.999673784,0.588878036,0.637215734,-0.346476376,0.999551713,0.584618807,0.639507592,-0.378919512,0.999527156,0.619095743,0.507836282,-0.263943493,0.999427915,0.524476171,0.554301679,-0.448580116,0.99961257,0.62448585,0.525124609,-0.047202818,0.105777785,0.447580963,0.595337272,-0.421903461,0.978357732,0.627387881,0.634930611,0.058690082,0.098870173,0.453352869,0.740634501,-0.433381021,0.938237846,0.63619107,0.652782381,0.055809915,0.132160738,0.463042587,0.765576363,-0.484159559,0.913170457,0.627336681,0.660176098,0.023586195,0.144955814,0.474151224,0.756497383,-0.496789694,0.910592675,0.621296048,0.652394116,0.048442043,0.144633144,0.471247047,0.747223735,-0.440326452,0.857181847,0.472853422,0.498291731,0.073037289,0.999375641,0.430599988,0.522910416,-0.072969228,0.999854326,0.394963622,0.51430136,0.356203645,0.071463212,0.355158031,0.510878563,0.239859492,0.772777855,0.331186086,0.491207749,0.696649671,0.28170523,0.30134207,0.486474007,0.570441365,0.937282681,0.31626156,0.474856704,0.733780801,0.491030991,0.290968955,0.467861444,0.604543447,0.914411485,0.343418121,0.546179175,0.719388723,0.304585308,0.299736977,0.552234411,0.576830864,0.837481201
pushUp,0.591418505,0.647734225,-0.396872461,0.999783695,0.600469589,0.648152053,-0.407614619,0.999696136,0.602491438,0.646152079,-0.407654375,0.999685705,0.604500294,0.643981218,-0.407772541,0.999756694,0.596366107,0.648661792,-0.432112783,0.999812126,0.59535569,0.647268414,-0.432225466,0.999803662,0.594151616,0.645597219,-0.43226862,0.999810696,0.60862869,0.617669702,-0.38624233,0.999643743,0.591976523,0.619673431,-0.494491726,0.999669671,0.588716686,0.629064918,-0.376296699,0.999525607,0.584443688,0.630050182,-0.408125967,0.999502659,0.618912339,0.508410513,-0.283884704,0.999385715,0.52061671,0.547431648,-0.464755148,0.999596536,0.624690473,0.525754035,-0.06633693,0.104512073,0.447658926,0.59546864,-0.440052897,0.978970587,0.627263427,0.637604833,0.038726896,0.103370003,0.453346312,0.741591215,-0.454952151,0.941477418,0.636269748,0.653005123,0.034944359,0.137058273,0.463755429,0.765697896,-0.507546604,0.916530907,0.627716839,0.660662532,0.000986854,0.15064919,0.474180609,0.757124901,-0.520187378,0.913919926,0.621026039,0.652609527,0.027846131,0.149381027,0.471227348,0.748442352,-0.462449074,0.861620665,0.472151995,0.499285012,0.074110568,0.999350011,0.428383917,0.516762614,-0.074048921,0.999847114,0.394139826,0.512826383,0.358591497,0.069105908,0.353005171,0.507904828,0.237734884,0.763487995,0.330068439,0.491384983,0.696197212,0.269977063,0.299555004,0.486251533,0.564793229,0.933493257,0.315101802,0.47624588,0.732609153,0.477385134,0.289545119,0.467827171,0.598464847,0.910208285,0.33907786,0.546487212,0.716596246,0.298483223,0.299055278,0.552485704,0.568620563,0.834818125
pushUp,0.592345059,0.64185667,-0.404886305,0.999783933,0.600959659,0.641037285,-0.416101217,0.999691784,0.602814376,0.639347017,-0.416129977,0.999678373,0.604657769,0.637530386,-0.416232824,0.999753356,0.596696258,0.639904082,-0.439733803,0.999813914,0.595516086,0.637629509,-0.439845711,0.999805272,0.594189703,0.635034084,-0.439887524,0.999813497,0.608161271,0.611017585,-0.393463343,0.9996292,0.591218531,0.606531382,-0.497969091,0.99966675,0.588748932,0.623227417,-0.383677542,0.999504685,0.584459782,0.622684538,-0.414406151,0.9994874,0.616834223,0.508196533,-0.287390292,0.999365389,0.516974568,0.540537536,-0.468648344,0.999592066,0.624047875,0.530491054,-0.082338348,0.115383968,0.447721303,0.595840812,-0.442200035,0.979977369,0.6262604,0.648928881,-0.001870404,0.13336952,0.453348458,0.741617858,-0.456106335,0.945144951,0.636212945,0.663842082,-0.009486785,0.166458726,0.464295715,0.765492857,-0.509254038,0.920855999,0.627869964,0.666285515,-0.046067044,0.182363227,0.474587053,0.756871879,-0.522054672,0.91835314,0.620919824,0.658307672,-0.014296927,0.179121956,0.471460432,0.748311341,-0.463397354,0.868033648,0.471909523,0.497905225,0.075713314,0.99934417,0.425865412,0.510677338,-0.07570608,0.999843895,0.394122303,0.511902273,0.364192873,0.069166966,0.352964818,0.508164942,0.236275643,0.76243037,0.330658823,0.491825789,0.704433918,0.264370352,0.299749464,0.4867962,0.562785268,0.932020664,0.317109853,0.479003489,0.741380334,0.467689455,0.289613307,0.469079673,0.596388221,0.90820986,0.33953324,0.548892975,0.726338387,0.302337319,0.301129282,0.554292142,0.565130472,0.836396635
pushUp,0.593819141,0.635724366,-0.415834665,0.999792814,0.601991594,0.636150181,-0.424309492,0.999702692,0.603637576,0.634791374,-0.424323261,0.999685764,0.605253816,0.633306861,-0.424426079,0.999761939,0.597661853,0.634548843,-0.450001657,0.999823213,0.59628278,0.632139921,-0.45012337,0.999814391,0.594732225,0.62939316,-0.450161785,0.999823749,0.608148813,0.607664466,-0.393099636,0.999634504,0.591227889,0.601222157,-0.50651288,0.999680519,0.589620471,0.618321121,-0.391393006,0.9995116,0.585133433,0.616828382,-0.424832284,0.99950099,0.616837144,0.505031347,-0.281418443,0.999359846,0.517613232,0.533605874,-0.478678375,0.999605179,0.622037649,0.533722639,-0.072044834,0.125446007,0.449376822,0.596157372,-0.456790149,0.981298387,0.624134898,0.654567182,0.0132419,0.158594355,0.453384161,0.741822243,-0.470517635,0.949274421,0.635930181,0.668641806,0.007212843,0.189946741,0.46429047,0.765509009,-0.525705576,0.926055133,0.627795637,0.669215977,-0.029569378,0.207789525,0.474579185,0.757474184,-0.537594855,0.923698723,0.62076658,0.661561966,0.000733409,0.204263002,0.471461207,0.749298632,-0.47730574,0.875780523,0.471926063,0.493129849,0.07907106,0.999345839,0.42637983,0.506056607,-0.079136714,0.999840617,0.394023687,0.509837091,0.362994164,0.068600617,0.353167444,0.508194625,0.232888505,0.762026608,0.327339917,0.491661191,0.703358591,0.254108638,0.299268395,0.486768544,0.555022657,0.93041712,0.313730478,0.478714257,0.740157723,0.450599074,0.288470507,0.468955725,0.588099897,0.905944407,0.337109029,0.548728406,0.724536777,0.304890633,0.301106542,0.554144263,0.556713521,0.839934528
pushUp,0.596227348,0.627668023,-0.434935093,0.999801815,0.603561461,0.626798511,-0.443478882,0.999714673,0.604953289,0.625211835,-0.443488747,0.999694467,0.606297612,0.62352407,-0.443588585,0.999771059,0.59932977,0.625392556,-0.469949096,0.999833047,0.597775757,0.623001456,-0.470072508,0.999823749,0.596046746,0.620462775,-0.470118195,0.999833882,0.60813868,0.596421361,-0.409233332,0.999637902,0.591612637,0.594930053,-0.526948214,0.999693871,0.591276288,0.611039817,-0.409183264,0.999515116,0.586715758,0.609538615,-0.443804741,0.999509394,0.614826739,0.497857958,-0.286666155,0.999365091,0.515920937,0.530764639,-0.502096355,0.999620497,0.622212768,0.537440062,-0.068671994,0.135752708,0.450713098,0.596349776,-0.479750156,0.98249954,0.622565329,0.653474748,0.019224029,0.184055001,0.453626633,0.742508531,-0.48491779,0.952923298,0.635372698,0.66893512,0.014485121,0.213130414,0.464391619,0.766093254,-0.542302072,0.930485785,0.627756,0.66920197,-0.024967195,0.23270072,0.474605858,0.758119941,-0.552420974,0.928214192,0.620588243,0.661369562,0.005873284,0.229168296,0.471497446,0.750272274,-0.490982234,0.882283688,0.471079171,0.484969318,0.08677981,0.999353826,0.425064951,0.504152536,-0.086921476,0.99984014,0.393595636,0.507364035,0.402062595,0.067583404,0.35206002,0.507629752,0.239579946,0.763563454,0.328205019,0.491794467,0.763369977,0.24497214,0.298923463,0.486523569,0.583944321,0.930188656,0.315306008,0.479258478,0.80264771,0.437113643,0.288324684,0.468886435,0.619437397,0.904687405,0.337351501,0.548797548,0.788680792,0.309584886,0.301451832,0.554120958,0.584001422,0.845017433
pushUp,0.596991777,0.617447317,-0.423684746,0.999811769,0.604157448,0.616060615,-0.433939874,0.999727726,0.605440617,0.614604652,-0.433949888,0.999706089,0.606658578,0.613167286,-0.434060037,0.999781668,0.59989661,0.614471734,-0.460187197,0.999842942,0.598245263,0.612097681,-0.460308373,0.999834001,0.596428096,0.609754503,-0.460350573,0.999844313,0.607917309,0.586051881,-0.405126333,0.999647081,0.591618478,0.585874677,-0.521339595,0.999708354,0.591711283,0.602623582,-0.399550736,0.999527812,0.587021768,0.600612819,-0.433699995,0.999526262,0.612227321,0.491642296,-0.285877317,0.999371648,0.514578879,0.528328419,-0.493802786,0.999634743,0.622363389,0.537226975,-0.067062043,0.14914149,0.452236891,0.596419573,-0.466142952,0.983788848,0.622239232,0.652357936,0.021654025,0.214208826,0.453757048,0.743262231,-0.469201267,0.956676722,0.635124803,0.668705583,0.017226342,0.241647765,0.46467948,0.768070459,-0.523784757,0.93550092,0.627702594,0.669029176,-0.021355921,0.262567967,0.474622726,0.759203076,-0.535544097,0.933335483,0.620478749,0.660581946,0.008614616,0.257840127,0.47148329,0.751622617,-0.475576937,0.890028775,0.468881309,0.481382161,0.085033454,0.999377847,0.425175816,0.498652518,-0.08514896,0.999842405,0.391737878,0.506971836,0.383749038,0.069095865,0.352377117,0.507318199,0.241651744,0.770060539,0.327765822,0.495271206,0.734998643,0.243509218,0.299092412,0.488888085,0.577343762,0.932260036,0.314335316,0.484055996,0.773574173,0.430951774,0.288472265,0.473274261,0.611789823,0.907144368,0.337697595,0.551436245,0.76200223,0.315405577,0.307880014,0.55481267,0.580388308,0.850867331
